Switchers,Traffic,DoS,Slowloris,RestFaults,MalformedPackets
12,0.06922222222222223,0.06266666666666666,0.074,0.054,0.059
15,0.06,0.064,0.058,0.056,0.062
18,0.822,0.102,0.744,0.827,0.061
21,1.912,1.809,1.667,2.834,1.362
24,4.313,5.649249999999999,4.867,5.8565000000000005,3.762
