Switchers,Traffic,DoS,Slowloris,RestFaults,MalformedPackets
12,0.016,0.014,0.022,0.019,0.019
15,0.02,0.022,0.017,0.02,0.015
18,0.019961769015350874,0.022,0.017,0.015,0.013237153101109855
21,0.013,0.02,0.013,0.014515211263522529,0.014
24,0.013,0.023,0.013929274617079837,0.024,0.016
27,0.015,1.456212829759289,0.02275201795418715,0.019,0.012
30,0.057,0.713,2.425,0.01267317541107989,0.026
