num_switches,min_time,max_time,avg_time,mdev,avg_time_excl_max
12,0.127,0.228,0.15757142857142856,0.032394254970627756,0.14974603174603174
15,0.151,0.244,0.178,0.029,0.17066666666666663
18,0.116,0.307,0.174,0.049,0.1592222222222222
21,0.141,0.285,0.179,0.04,0.16722222222222224
24,0.128,50.9,7.472285714285715,17.73023826053982,2.646984126984128
27,0.131,5.568,0.704,1.621,0.1635555555555555
30,0.125,65.883,7.389,19.599,0.8896666666666673
