num_switches,min_time,avg_time,max_time,mdev,avg_time_excl_max
12,0.06,0.119,0.08714285714285716,0.0212362800847214,0.08360317460317462
15,0.059,0.104,0.075,0.012,0.07177777777777777
18,0.041,20.531,2.106,6.141,0.05877777777777777
21,0.064,53.3,7.712000000000001,18.61145695532727,2.6466666666666674
24,0.054,46.56,5.061,13.871,0.4499999999999997
27,None,None,None,None,None
