num_switches,min_time,max_time,avg_time,mdev,avg_time_excl_max
12,0.039,0.07,0.054,0.009,0.052222222222222225
15,0.045,0.079,0.056,0.01,0.05344444444444445
18,0.043,7.728,0.827,2.3,0.060222222222222205
21,0.048,17.399,2.834,5.763,1.2156666666666665
24,0.047,34.5,5.8565000000000005,12.810444082206258,2.6738888888888894
