num_switches,min_value,avg_value,max_value,mdev_value
12,-5.1975250244140625e-05,0.2857995894749629,4.2478413581848145,0.26574725547939637
15,None,None,None,None
18,None,None,None,None
21,None,None,None,None
24,None,None,None,None
27,None,None,None,None
30,None,None,None,None
