num_switches,min_value,avg_value,max_value,mdev_value
12,-4.76837158203125e-07,0.05379813225542913,1.895568609237671,0.06525840368244133
15,None,None,None,None
18,None,None,None,None
21,None,None,None,None
24,None,None,None,None
27,None,None,None,None
30,None,None,None,None
