num_switches,min_value,avg_value,max_value,mdev_value
12,-9.5367431640625e-07,0.08010404928921172,5.876336336135864,0.07183044866177306
15,-1.1920928955078125e-06,0.05706186945674008,13.705114603042603,0.06320897128541762
18,0.0,0.07641742026779992,55.30308294296265,0.11443786079317983
21,-3.337860107421875e-06,0.24976544501251696,97.8274028301239,0.4368532613355951
24,-2.6226043701171875e-06,0.8340536505216543,18.861244440078735,0.78586253880963
27,None,None,None,None
30,None,None,None,None
