num_switches,min_value,avg_value,max_value,mdev_value
12,-3.5762786865234375e-06,0.1592924946862011,2.9986345767974854,0.13825071653845658
15,-4.291534423828125e-06,0.5849813830963774,3.6935131549835205,0.6230819158333416
18,-8.106231689453125e-06,0.34270171328570187,4.501857280731201,0.3101080830261548
21,-5.245208740234375e-06,0.5258032094713908,7.590463161468506,0.5218599792952265
24,0.0,2.0963714621741394,52.631418228149414,2.359905685605405
27,None,None,None,None
