num_switches,min_time,avg_time,max_time,mdev,avg_time_excl_max
12,0.047,0.093,0.06825,0.013589977924926883,0.06550000000000002
15,0.047,0.098,0.072,0.015,0.06911111111111111
18,0.065,0.12,0.092,0.017,0.08888888888888888
21,0.055,0.094,0.072,0.012,0.06955555555555555
24,0.048,0.085,0.068,0.011,0.06611111111111112
27,0.066,0.092,0.08,0.008,0.07866666666666668
30,0.053,10.144,1.084,3.019,0.07733333333333331
