num_switches,min_time,max_time,avg_time,mdev,avg_time_excl_max
12,0.13,0.142,0.13620000000000002,0.004578209256903836,0.13555555555555557
15,0.129,0.187,0.14950000000000002,0.016240381768911714,0.14533333333333334
18,0.108,0.179,0.135,0.019,0.13011111111111112
21,0.124,0.175,0.14,0.013,0.13611111111111113
24,0.125,39.009,4.151,11.625,0.27788888888888863
27,None,None,None,None,None
30,0.115,65.23,6.704,19.508,0.2011111111111098
