Switchers,Traffic,DoS,Slowloris,RestFaults,MalformedPackets
12,0.061,0.08,0.069,0.061,0.074
15,0.058,0.078,0.08199999999999999,0.06,0.05714285714285714
18,0.072,0.062,0.075,0.072,0.06566666666666666
21,0.07850000000000001,4.482374999999999,0.073,0.06714285714285714,0.068
24,0.06133333333333334,0.064,0.07,0.066,0.069
27,0.064,0.075,None,0.067,0.071
30,0.146,0.538,4.325285714285714,0.598,1.024
