Switchers,Traffic,DoS,Slowloris,RestFaults,MalformedPackets
12,9.274330136156282,0.8592281852865662,3238.802353886866,0.0892090019786657,0.27691039882722446
15,589.6567060853299,683.0356324939688,32.16547340612519,0.08667655546652143,0.11350131982209667
18,25.20695648790946,1.8486210528313018,None,0.0893100144819161,0.5315183389066446
21,2358.0933462066196,17.003777448007448,,0.21410389748710054,0.9323593368774867
24,52520.02548604693,2.9760883260707724,,1.1438879434646527,0.804476369189691
27,,,,0.15230551564805198,0.4940162970141124
