Switchers,Traffic,DoS,Slowloris,RestFaults,MalformedPackets
12,16.59900043375688,1.246002862774794,5724.736108733655,0.1617595838979612,0.456876186169915
15,1165.1571572531057,1344.1360372512447,47.93027371220055,0.15687565604055412,0.20225302930788275
18,46.19686192038396,1.3338431117697778,None,0.16100705695167367,0.8637112732431519
21,4507.847916334157,29.84416627282142,,0.3695675307671651,1.002135136865705
24,0.3031220576231135,2.468170369946979,,1.9059224849140715,0.808008048341391
27,,,,0.18925881623679694,0.5011822562421057
