num_switches,min_time,max_time,avg_time,mdev,avg_time_excl_max
12,0.047,0.073,0.06266666666666666,0.0092135166407235,0.061518518518518514
15,0.048,0.08,0.064,0.011,0.06222222222222223
18,0.047,0.451,0.102,0.116,0.06322222222222222
21,0.048,17.353,1.809,5.181,0.0818888888888887
24,0.058,30.1,5.649249999999999,10.409214232472115,2.932499999999999
