num_switches,min_time,avg_time,max_time,mdev,avg_time_excl_max
12,0.05,0.09,0.069,0.011,0.06666666666666668
15,0.051,0.123,0.08199999999999999,0.02315167380558045,0.07744444444444443
18,0.053,0.107,0.075,0.016,0.07144444444444445
21,0.062,0.099,0.073,0.01,0.07011111111111111
24,0.054,0.1,0.07,0.013,0.06666666666666668
27,None,None,None,None,None
30,0.065,24.5,4.325285714285714,8.430696017941745,2.083650793650793
