num_switches,min_time,avg_time,max_time,mdev,avg_time_excl_max
12,0.058,0.106,0.08,0.016,0.07711111111111112
15,0.065,0.099,0.078,0.011,0.07566666666666667
18,0.052,0.075,0.062,0.006,0.06055555555555556
21,0.059,35.3,4.482374999999999,11.647973610648977,1.0581944444444435
24,0.055,0.079,0.064,0.007,0.06233333333333334
27,0.06,0.092,0.075,0.01,0.07311111111111111
30,0.056,4.708,0.538,1.389,0.07466666666666673
