num_switches,min_time,avg_time,max_time,mdev,avg_time_excl_max
12,0.04,0.061,0.0518,0.009410632284814872,0.05077777777777778
15,0.049,0.073,0.061,0.007,0.05966666666666667
18,0.041,0.075,0.057625,0.011157256607248934,0.055694444444444456
21,0.046,0.391,0.11083333333333334,0.12554071937910113,0.07970370370370371
24,None,None,None,None,None
27,None,None,None,None,None
