num_switches,min_value,avg_value,max_value,mdev_value
12,0.0004096031188964844,9.274330136156282,51989.42138504982,16.59900043375688
15,0.0007736682891845703,589.6567060853299,61191.11385846138,1165.1571572531057
18,2.6226043701171875e-05,25.20695648790946,69735.28168678284,46.19686192038396
21,0.0007874965667724609,2358.0933462066196,63326.87778234482,4507.847916334157
24,52519.57634282112,52520.02548604693,52522.548069000244,0.3031220576231135
